"","blue_band_sf_mean","blue_band_sf_sd","green_band_sf_mean","green_band_sf_sd","red_band_sf_mean","red_band_sf_sd","nearinf_band_sf_mean","nearinf_sf_sd","shinf_band_sf_mean","shinf_sf_sd","shinf2_band_sf_mean","shinf2_sf_sd","bright_band_sf_mean","bright_sf_sd","npv","pv","bs"
"15",0.0645111111111111,0.0024596496789604,0.102755555555556,0.0045023724884433,0.150322222222222,0.0127298230569686,0.263366666666667,0.0254116771058766,0.364566666666667,0.00463081466314993,0.2428,0.00700015872835911,0.295511111111111,0.000213148067720049,0.95,0,0.05
"16",0.0463555555555555,0.00308512960689791,0.0686111111111111,0.0020113259553751,0.0910777777777778,0.00280387738588231,0.181311111111111,0.00280493392453133,0.253833333333333,0.00443220537029191,0.136466666666667,0.00772226219014437,0.288688888888889,0.000409456128290948,0.7866,0.21,0.0033
"17",0.0755222222222222,0.00391344627258322,0.132888888888889,0.00642554700558534,0.207277777777778,0.0103135054691276,0.286233333333333,0.00820419946666882,0.379166666666667,0.0119127382802332,0.295133333333333,0.0108537755847652,0.301166666666667,0.000333333333333333,0.218953049016053,0.34330769962356,0.437707796526
"18",0.0676666666666666,0.00376327280730779,0.0951,0.00553895296965049,0.117988888888889,0.00807540084239979,0.278588888888889,0.00942401712463637,0.297211111111111,0.018094041035315,0.163344444444444,0.0103952030722628,0.294588888888889,0.000428030228547668,0.490178455947806,0.467852903855834,0.04214389
"19",0.0734333333333333,0.00279523403909822,0.0985111111111111,0.00322367783214005,0.138555555555556,0.00259320098681659,0.235011111111111,0.0125397540685121,0.276744444444444,0.00871819439908567,0.175333333333333,0.00485569539590137,0.295222222222222,0.000248451997492572,0.415,0.11,0.475
"20",0.130377777777778,0.00791760033480655,0.169911111111111,0.0143165362387884,0.216722222222222,0.0149665388099792,0.277555555555555,0.0142002434338376,0.4759,0.0150059247558349,0.415033333333333,0.0125684790912292,0.298333333333333,0.000333333333333333,0.395,0,0.605
"21",0.0776888888888888,0.00429119109195273,0.114277777777778,0.00350769876376014,0.169555555555556,0.00491960050571226,0.216344444444444,0.00307647385134776,0.4041,0.00528057235955009,0.305277777777778,0.00436597393430813,0.299722222222222,0.000248451997492572,0.665,0.005,0.33
"22",0.109755555555556,0.0037812728930028,0.195411111111111,0.00806727882586936,0.261,0.0088411914732499,0.320077777777778,0.010413749221078,0.526211111111111,0.00626639085287496,0.445388888888889,0.0061041778852134,0.297877777777778,0.000198761597990726,0.4322,0,0.5678
"23",0.0616777777777778,0.00251032436052827,0.103455555555556,0.00238612242915433,0.207566666666667,0.00300222139978605,0.262333333333333,0.00369714604646461,0.445622222222222,0.00435858738017418,0.359077777777778,0.00342564763634431,0.298666666666667,0.000235702260395516,0.385,0,0.615
"24",0.0531555555555555,0.00216544124890723,0.103866666666667,0.00280555005500011,0.227055555555555,0.0039855603568415,0.2872,0.00381750354725878,0.4961,0.00488694405761128,0.426077777777778,0.00445041265946232,0.300166666666667,0.000235702260395516,0.096,0,0.904
"25",0.124244444444444,0.00393788186468902,0.157477777777778,0.00469486191437642,0.216344444444444,0.00785862740504726,0.262,0.00664830805543786,0.375477777777778,0.0065959209242912,0.290455555555555,0.00676413928352421,0.290044444444444,0.000356249323155502,0.62,0,0.38
"26",0.0529222222222222,0.0033687379033888,0.0991444444444444,0.00430274101555199,0.174655555555556,0.00830877863883361,0.217811111111111,0.00919002411367215,0.295944444444444,0.0142439937526205,0.255744444444444,0.00972558037241216,0.292144444444444,0.000386181048824221,0.16344353,0.0167,0.81985647
"27",0.0558777777777778,0.00447357122511454,0.116466666666667,0.00453333333333333,0.2164,0.00818155106185727,0.274866666666667,0.00608458891152247,0.381122222222222,0.00809674526897158,0.338788888888889,0.00834698141638278,0.290666666666667,0.000249443825784929,0.0989208,0.06942772,0.8315604
"28",0.0511444444444444,0.00300411240768791,0.0840444444444444,0.00169516378173714,0.140044444444444,0.00243680624821915,0.225188888888889,0.0046452949779425,0.304188888888889,0.00443632591840685,0.264422222222222,0.00379788765200872,0.305466666666667,0.000235702260395516,0.268984,0.258984,0.472032
"29",0.0365777777777778,0.00336642830105927,0.0635888888888889,0.00625218973985995,0.108711111111111,0.0119221963342372,0.175622222222222,0.0055312802973991,0.249544444444444,0.0160983167588769,0.194677777777778,0.0165896740158031,0.289533333333333,0.000235702260395516,0.612614000711962,0.116161796072727,0.3064609864
"30",0.0324555555555555,0.00235848873980829,0.0613888888888889,0.0028128453148782,0.111866666666667,0.00763980802551129,0.180533333333333,0.00614600141013109,0.258188888888889,0.013201131638735,0.206433333333333,0.00913600934033381,0.2906,0.000282842712474619,0.461304582462302,0.0678624841,0.4739520492
"31",0.0374111111111111,0.00210736509753794,0.0614888888888889,0.00321919397932826,0.0995222222222222,0.00625544700912342,0.165866666666667,0.00724645507204116,0.245022222222222,0.00727671748001439,0.194433333333333,0.00690233454870323,0.298733333333333,0.000188561808316413,0.531040761108255,0.137438775334211,0.345810526107
"32",0.0352,0.0030408332191468,0.0595222222222222,0.00319644864664165,0.108444444444444,0.0036117435343646,0.179866666666667,0.00202703943940144,0.236922222222222,0.00832409858687095,0.1804,0.00597903745504984,0.291244444444444,0.000157134840269531,0.2633252,0.223362,0.5133128
"33",0.0572,0.00353553390593274,0.0921777777777777,0.00512938761295645,0.138588888888889,0.00528003460519889,0.202677777777778,0.00829427885523458,0.218877777777778,0.00645906387743888,0.195588888888889,0.00876285651605609,0.291755555555555,0.000305908886623811,0.17572522,0.110168,0.71402244
"34",0.0744222222222222,0.0027655731886408,0.128855555555556,0.00312733863110153,0.215566666666667,0.00496431711763506,0.299966666666667,0.00477656315310031,0.3851,0.00685970520908556,0.337411111111111,0.011943798432143,0.291188888888889,0.000314269680539062,0.204942,0.07,0.725058
"35",0.0850333333333333,0.00507126983878572,0.140244444444444,0.0111089664596879,0.211822222222222,0.0209602681162758,0.251144444444444,0.0228702675061415,0.380977777777778,0.00965364384603913,0.332511111111111,0.0123777977258969,0.2913,0,0.183038,0.0326,0.784269
"36",0.0998444444444444,0.00312911457519394,0.1689,0.00375588427226754,0.236477777777778,0.00734056882109829,0.310333333333333,0.00324276973520408,0.374633333333333,0.00794830520020184,0.309211111111111,0.0106431453626211,0.290533333333333,0.000298142396999972,0.327878,0.085561,0.586478
"37",0.0887555555555555,0.0024042144067408,0.163611111111111,0.00463547778777838,0.232666666666667,0.0079884639046287,0.284844444444444,0.00398695403398856,0.3822,0.00436730275265333,0.315955555555555,0.0112407108425987,0.2911,0,0.236159,0.03944389,0.72439711
"38",0.1372,0.00382041300850517,0.216622222222222,0.00535470256000921,0.268855555555556,0.00582639799363627,0.3452,0.00440908153700972,0.4162,0.00811048703839665,0.339488888888889,0.0116323728776823,0.289755555555555,0.000157134840269531,0.354236,0.099836,0.545836
"39",0.100888888888889,0.00475171184228356,0.178311111111111,0.00870586576771266,0.237011111111111,0.00931300696689481,0.316722222222222,0.0106803846973762,0.393466666666667,0.00764068059795723,0.304722222222222,0.0109606141127398,0.2897,0,0.432064,0.16447,0.403466
"40",0.0839888888888889,0.00213668717849983,0.151944444444444,0.00315070049040666,0.242877777777778,0.00597639389185599,0.329988888888889,0.00542247267181224,0.412133333333333,0.00849810436378477,0.3336,0.0138741165884935,0.290777777777778,0.000367507453518133,0.49078478,0.14658722,0.362628
"41",0.0710777777777778,0.00290010642631457,0.121044444444444,0.00606925056898589,0.209388888888889,0.00949110044485465,0.269766666666667,0.00924722180501317,0.391366666666667,0.00669842435867487,0.349633333333333,0.0071482709642107,0.290033333333333,0.000235702260395516,0.107099,0.0361,0.856801
"42",0.123266666666667,0.00318049611783375,0.219922222222222,0.00294610016340854,0.281388888888889,0.00483056114625016,0.389711111111111,0.00314269680527472,0.431044444444444,0.00669230256191635,0.345344444444444,0.00572229773412976,0.297433333333333,0.000188561808316413,0.312354,0.17081878,0.51682722
"43",0.0659888888888889,0.00257787356143887,0.104111111111111,0.00397951544913142,0.124888888888889,0.00398732559895701,0.286766666666667,0.00824378553820998,0.2701,0.00948015471041129,0.164988888888889,0.00909217544490793,0.297555555555556,0.000157134840269531,0.46243911,0.275609,0.26195189
"44",0.115311111111111,0.00505007028431707,0.169722222222222,0.00591209265033738,0.253155555555555,0.00345707362153212,0.323844444444444,0.00436682216290874,0.405911111111111,0.00655005418882551,0.355011111111111,0.00630334028634338,0.285744444444444,0.000646548290044807,0.1068,0.01,0.8832
"45",0.0951666666666666,0.00173333333333333,0.1659,0.00546036221834738,0.219111111111111,0.0083649326814644,0.299944444444444,0.00474555022242754,0.381933333333333,0.0062615227115029,0.269344444444444,0.00277613284628974,0.2973,0,0.584797,0.169503,0.2457
"46",0.0697222222222222,0.00282362170025896,0.128222222222222,0.00191704505121698,0.197977777777778,0.00324269359150558,0.2687,0.00444996878890428,0.321022222222222,0.00499972838768404,0.266411111111111,0.00991703858624069,0.2902,0,0.17541356,0.08237222,0.74212956
"47",0.100622222222222,0.0031790207359353,0.165533333333333,0.00409579730401244,0.241655555555555,0.00561705955324431,0.325188888888889,0.00390624697530841,0.420344444444444,0.00990556646101401,0.329033333333333,0.011697198145045,0.298666666666667,0.000235702260395516,0.444,0.092964,0.463036
"48",0.0800333333333333,0.0020869967789998,0.140533333333333,0.00339738461499758,0.2145,0.00743983273408153,0.3064,0.00594268925281775,0.3684,0.00806267118681313,0.273455555555556,0.00758435687028269,0.2904,0.000282842712474619,0.59606389,0.163698,0.24023811
"49",0.0893555555555555,0.00284453124867545,0.1586,0.00705045309812702,0.2497,0.00984547273285206,0.311977777777778,0.0112259399782405,0.450988888888889,0.0182744171175899,0.383755555555555,0.0244078817466413,0.291244444444444,0.000157134840269531,0.30308689,0.039301,0.65761211
"50",0.0896888888888889,0.00205071502134391,0.162644444444444,0.00354027968484348,0.235533333333333,0.003615399163455,0.331055555555555,0.00401195743610742,0.4137,0.00334298602383491,0.330566666666667,0.00750481327031008,0.2968,0,0.45406834,0.148296,0.39755667
"51",0.0879555555555555,0.00262217514082023,0.126922222222222,0.00210490315310493,0.191188888888889,0.00292971156883102,0.262377777777778,0.00312117420133162,0.288755555555556,0.00647647213828845,0.238177777777778,0.00552706025493885,0.292844444444444,0.000157134840269531,0.11894489,0.12128411,0.759771
"52",0.0521888888888889,0.00176285402713548,0.0883555555555555,0.00159311791508281,0.136511111111111,0.00694221297481238,0.267311111111111,0.00866813377895586,0.257822222222222,0.0108401289227446,0.202033333333333,0.0154598404476459,0.3,0,0.15292722,0.199436,0.64763678
"53",0.0619888888888889,0.00385240024586246,0.125222222222222,0.00536299621434345,0.174211111111111,0.00708291284154949,0.292311111111111,0.00942625699775164,0.274233333333333,0.00445770244757443,0.197944444444444,0.00811803357567609,0.295366666666667,0.000188561808316413,0.565,0.075,0.36
"54",0.0652888888888889,0.00539247303489771,0.120733333333333,0.00624570963853499,0.153888888888889,0.00863474176985611,0.292777777777778,0.00740852028677134,0.252677777777778,0.0113170253038681,0.171355555555556,0.016688060343392,0.295888888888889,0.000207869854838475,0.23687378,0.312546,0.45048156
"55",0.0645111111111111,0.00144564053042587,0.118288888888889,0.00144564053042551,0.173022222222222,0.00340123434384178,0.249611111111111,0.012653628767577,0.324133333333333,0.00829484444968346,0.245277777777778,0.00839269229452704,0.296022222222222,0.000329234053106169,0.20497967,0.11266967,0.68243967
"56",0.0709666666666667,0.00390924829375447,0.123866666666667,0.00428485705712571,0.189588888888889,0.00655819156042342,0.2686,0.0145062438663877,0.355811111111111,0.00879563584265234,0.266788888888889,0.00736756321006614,0.298055555555555,0.000125707872218259,0.26126444,0.11327222,0.62546334
"57",0.0337,0.00275560035805872,0.0775777777777778,0.00335618095717207,0.1409,0.00283431355593084,0.215644444444444,0.0043055806450884,0.290788888888889,0.00507399567390166,0.245288888888889,0.00517696703237717,0.300788888888889,0.000166295883878745,0.288348929994226,0.230654593402062,0.4837374
"58",0.0727222222222222,0.00148905471713357,0.1246,0.00262805377925694,0.1714,0.00381750354725878,0.279644444444444,0.00363779881891721,0.289166666666667,0.00235702260395516,0.198788888888889,0.00410999984980914,0.296,0,0.39498378,0.14738089,0.45763533
"59",0.0716,0.00263185612575358,0.136088888888889,0.00339032756347427,0.198711111111111,0.00873059046551505,0.2851,0.0112970989393049,0.381922222222222,0.0101523700328518,0.270333333333333,0.0123731788783463,0.2981,0,0.395994,0.09997,0.504036
"60",0.0750111111111111,0.00294220040273885,0.103388888888889,0.0054870442244424,0.135177777777778,0.00940942527206724,0.179277777777778,0.0117332175920218,0.315033333333333,0.0119720971893445,0.219011111111111,0.0113531634792975,0.306477777777778,0.000198761597990726,0.8666,0,0.1334
"61",0.0561888888888889,0.00277546570444373,0.100011111111111,0.00339032756347427,0.161544444444444,0.00348874734320117,0.269177777777778,0.0114016351437245,0.351922222222222,0.00715569358044909,0.255077777777778,0.00866715098361831,0.298055555555555,0.000125707872218259,0.420513855763,0.325812442263,0.253765413363
"62",0.0575888888888889,0.00322849963242112,0.0948666666666666,0.00379678226338508,0.133877777777778,0.00357017826438774,0.244611111111111,0.00971212809320205,0.315733333333333,0.0063512028607011,0.216188888888889,0.00565025947180875,0.296755555555556,0.000125707872218259,0.417087464747099,0.384683014366328,0.2002848716
"63",0.0546555555555555,0.00383032087751028,0.0968444444444444,0.00315070049040633,0.1395,0.00511012067698341,0.246833333333333,0.0145910170234216,0.317144444444444,0.00913577961291779,0.216477777777778,0.008387262535506,0.2968,0,0.38843403382579,0.386897464237,0.2300412114
"64",0.0498111111111111,0.00241082947663915,0.0856222222222222,0.00459269414463595,0.1313,0.00527193828997773,0.219355555555556,0.0103520380292011,0.309533333333333,0.00650333247907051,0.228811111111111,0.00581500825344671,0.297188888888889,0.000207869854838475,0.4994244189,0.22660507,0.2739705111
"65",0.0726111111111111,0.00189176252000585,0.108555555555556,0.0016674072428714,0.146422222222222,0.00317132211397987,0.208777777777778,0.00336642830105873,0.229866666666667,0.00470082735034779,0.189266666666667,0.00498754003047149,0.301888888888889,0.000207869854838475,0.08,0.035,0.885
"66",0.0514666666666667,0.00176320415405843,0.0771111111111111,0.00267807743828147,0.102833333333333,0.00574069295081661,0.171477777777778,0.00947239002783916,0.248633333333333,0.0159446264023686,0.184811111111111,0.00648869862734757,0.303622222222222,0.000248451997492572,0.7333,0.0533,0.2133
"67",0.0628555555555555,0.00429395210631858,0.0871333333333333,0.00641162139313364,0.1027,0.00706430778239768,0.181188888888889,0.0130830207558791,0.235888888888889,0.0122895117382844,0.180555555555555,0.00979184594004532,0.300611111111111,0.000314269680539062,0.48,0.1833,0.3366
"68",0.0728333333333333,0.00215458168149231,0.111655555555556,0.00164459458774023,0.154588888888889,0.00234020153189327,0.260888888888889,0.00329728657617611,0.3138,0.0032124756808418,0.204966666666667,0.00434485647378343,0.300888888888889,0.000314269680539062,0.67,0.0933,0.2367
"69",0.0534111111111111,0.00227471338582566,0.0977777777777777,0.00404194061690888,0.148177777777778,0.00382238371751857,0.270533333333333,0.00460820524234279,0.306733333333333,0.0107378872327019,0.228988888888889,0.00933231475923477,0.2947,0,0.429764537849973,0.228075857234343,0.342593863326
"70",0.0708111111111111,0.0016127577791848,0.126522222222222,0.00310153287469921,0.198022222222222,0.00762186588088305,0.274277777777778,0.00682149833293018,0.429744444444444,0.0127298521516338,0.351055555555555,0.0157817835290574,0.295188888888889,0.000166295883878745,0.3533,0,0.6467
"71",0.0861111111111111,0.00278066516600475,0.132155555555556,0.00262217514082023,0.193,0.00521429658620306,0.2821,0.00468164263670112,0.376944444444444,0.00881363982209292,0.273455555555556,0.0131709369540255,0.298388888888889,0.000207869854838475,0.55297011,0.08288611,0.36414378
"72",0.0540444444444444,0.00262259884301008,0.0931444444444444,0.00268911844750117,0.111355555555556,0.00233576592772811,0.313144444444444,0.00345224922208114,0.262122222222222,0.00316500931287944,0.1299,0.00305941170815567,0.301277777777778,0.000248451997492572,0.7433,0.2567,0
"73",0.0383333333333333,0.0017950549357115,0.0772666666666667,0.00359598541586463,0.0753111111111111,0.00164414411671949,0.334922222222222,0.00421130166675238,0.248633333333333,0.00604538391391867,0.1134,0.00788782465435038,0.2985,0,0.3167,0.6833,0
"74",0.0344111111111111,0.00254970344438743,0.0520888888888889,0.00270860539944021,0.0640888888888889,0.00127753620904936,0.178155555555555,0.00351571428213131,0.215711111111111,0.0024227828097477,0.108966666666667,0.00228958996814325,0.298,0,0.732771070822877,0.254249782827545,0.012992313411
"75",0.0718,0.00267872274704859,0.112788888888889,0.00392072681596553,0.163111111111111,0.00595789754946119,0.284477777777778,0.0105686935782344,0.376877777777778,0.00589270316724678,0.249966666666667,0.0062748173944214,0.298611111111111,0.000207869854838475,0.7267,0.2,0.0733
"76",0.0560666666666666,0.00178636813426324,0.0901888888888889,0.00184176512222167,0.141677777777778,0.0046597038002617,0.204377777777778,0.0050384692952823,0.313911111111111,0.00759889530632911,0.248166666666667,0.00889606654651369,0.3039,0,0.57,0.0833,0.3467
"77",0.0535333333333333,0.00227156333832011,0.100866666666667,0.00140317101198995,0.173077777777778,0.00280546204464631,0.265611111111111,0.00195643919429834,0.3342,0.00715153441188983,0.288744444444444,0.00991543254069824,0.307688888888889,0.000213148067720049,0.435932,0.125732,0.438432
"78",0.0670666666666667,0.00265664784602284,0.104577777777778,0.00198761597999993,0.170977777777778,0.00371207572293992,0.242377777777778,0.00462547962144375,0.3885,0.00444996878890428,0.311444444444444,0.00882699283273401,0.305377777777778,0.000198761597990726,0.45,0.0233,0.5267
"79",0.0694111111111111,0.00234162547742873,0.117444444444444,0.00237492040152507,0.161922222222222,0.00328659830144516,0.236855555555556,0.00359787317147597,0.279422222222222,0.00218671634993157,0.204766666666667,0.00465450797017735,0.304944444444444,0.000125707872218259,0.352602,0.210801,0.4365
"80",0.063,0.00505656888501372,0.103133333333333,0.00917181673509792,0.1549,0.0222092072998765,0.221966666666667,0.02481384022409,0.296533333333333,0.042429968444747,0.217388888888889,0.0327717847628598,0.304655555555556,0.000603896810743798,0.248264235474,0.208638030963,0.543097733563
"81",0.0580333333333333,0.000942809041582063,0.0978,0.00235088635766739,0.178255555555555,0.00349987654103269,0.238311111111111,0.00644557461354413,0.3826,0.00863635725677595,0.335144444444444,0.0106392471654208,0.3091,0,0.2566,0.03,0.7134
"82",0.0552666666666667,0.00200388511535855,0.0983666666666666,0.00167862377493522,0.144833333333333,0.00461543304817893,0.242511111111111,0.00417996396700153,0.302522222222222,0.00420417194324773,0.253688888888889,0.00480773553636776,0.305022222222222,0.000289742329113768,0.253275,0.322444,0.424281
"83",0.0515444444444444,0.0019805224401158,0.0895777777777778,0.00242843240602199,0.163144444444444,0.00236413531813874,0.264266666666667,0.00202703943940144,0.352822222222222,0.00705939528064489,0.304,0.0083929864900536,0.304622222222222,0.000248451997492572,0.28639622,0.27220589,0.44148922
"84",0.0524444444444444,0.00241987654006058,0.100166666666667,0.00200055547841649,0.165611111111111,0.00475428331891804,0.237722222222222,0.00439590157047224,0.311,0.00330117824083732,0.296022222222222,0.00484005917727278,0.306655555555556,0.000125707872218259,0.199634,0.140434,0.659932
"85",0.0633555555555555,0.00173340455694118,0.114611111111111,0.00226688452112097,0.211477777777778,0.00259005696109655,0.321933333333333,0.00204993224820291,0.400111111111111,0.00298866170140407,0.340088888888889,0.00383070763536735,0.306377777777778,0.000273973955680795,0.222674,0.22311689,0.55420911
"86",0.0535555555555555,0.00180930380171859,0.0877222222222222,0.00181706587526765,0.135844444444444,0.00460340721908144,0.245811111111111,0.00465461406550151,0.287322222222222,0.00846178045065328,0.214422222222222,0.0106400478045894,0.302677777777778,0.000198761597990726,0.37545689,0.28905389,0.33558889
"87",0.0614111111111111,0.00155523806283761,0.106177777777778,0.00240359812585585,0.180044444444444,0.00364420730935852,0.269511111111111,0.0108976495370377,0.375311111111111,0.0100710194170587,0.317088888888889,0.0108887755096141,0.303733333333333,0.000333333333333333,0.2833,0.1667,0.55
"88",0.0611333333333333,0.00185172592164415,0.0910333333333333,0.00338854278742681,0.102288888888889,0.00355604163344083,0.202777777777778,0.00469604509200765,0.285411111111111,0.00710280765213428,0.171111111111111,0.00779521854079567,0.2981,0,0.7467,0.2333,0.02
"89",0.0633111111111111,0.00192898617266198,0.0924,0.00430271232286489,0.107744444444444,0.00317424045546893,0.206988888888889,0.00952312325569763,0.348066666666667,0.00464159934122329,0.215744444444444,0.00665717843319224,0.299755555555555,0.000294811092479156,0.7899,0.2033,0.0067
"90",0.0624,0.00150775771705315,0.0868333333333333,0.00289865869364129,0.102133333333333,0.00160346846277409,0.183544444444444,0.00725030437845535,0.321033333333333,0.00387068756453194,0.201011111111111,0.00386995390281016,0.298911111111111,0.000166295883878745,0.76826311,0.218526,0.01321089
"91",0.0590222222222222,0.00160608411138379,0.0849222222222222,0.00198033542488695,0.0953111111111111,0.00157934194766505,0.192811111111111,0.00499787609211131,0.3149,0.00463561095098466,0.195766666666667,0.00415638732020436,0.299044444444444,0.000226623089497071,0.87041811,0.11622611,0.01325611
"92",0.0500555555555555,0.00247166660423062,0.0902333333333333,0.00255777681243345,0.170866666666667,0.00390327497821452,0.271666666666667,0.00310733898304571,0.413777777777778,0.012390029842828,0.3295,0.0179729426268117,0.309411111111111,0.000166295883878745,0.463921031910112,0.226785402815053,0.3157709142
"93",0.0878,0.0045784519460427,0.163011111111111,0.00653459927266547,0.283555555555556,0.00662069333581578,0.345488888888889,0.00843424823027423,0.462744444444444,0.00667651124983109,0.355544444444444,0.0102480470888752,0.306533333333333,0.000298142396999972,0,0,1
"94",0.0570666666666667,0.00166199344830905,0.0989555555555555,0.00381083575292904,0.162288888888889,0.00842739506931531,0.236322222222222,0.00763992114237606,0.405833333333333,0.0162465038974202,0.298711111111111,0.0142994517722765,0.304788888888889,0.000207869854838475,0.761826,0.05914489,0.17902911
"95",0.0428444444444444,0.00211770898803984,0.0779333333333333,0.00089566858950296,0.142344444444444,0.00412394393514858,0.224,0.00293938769133981,0.384677777777778,0.0143747291976638,0.293044444444444,0.0118343296398526,0.308177777777778,0.000335915921279656,0.615773517733333,0.0619285432045751,0.3222457722
"96",0.0429625,0.00187279036466979,0.0796375,0.00179787200601155,0.1444875,0.00200464304802626,0.2184875,0.00424070675123852,0.394175,0.0075362042833246,0.311275,0.00723442292100759,0.3083,0.000324037034920393,0.651628080244535,0.0394045821316869,0.3094013637
"97",0.044,0.00171075032271418,0.0774555555555555,0.00394239383316815,0.130644444444444,0.00890644100401639,0.206088888888889,0.0119242464886041,0.385155555555555,0.0207325354139661,0.296822222222222,0.0175600416209185,0.308233333333333,0.0003590109871423,0.727642,0.04944389,0.22291411
"98",0.0486222222222222,0.00151714481677316,0.0900888888888889,0.00335640165933184,0.151144444444444,0.00625124185193309,0.229466666666667,0.00696275807421168,0.392766666666667,0.0118373232710027,0.276288888888889,0.0147884673117976,0.311866666666667,0.000262466929133727,0.81196434,0.039304,0.14873166
"99",0.0752444444444444,0.00220056109567588,0.110311111111111,0.00224125185477721,0.149744444444444,0.00405027052899267,0.226566666666667,0.00314501369013095,0.383233333333333,0.00906249904214554,0.2937,0.0109683382717914,0.3119,0,0.459370903563,0.265668150463,0.274863923763
"100",0.0608888888888889,0.00229707274805929,0.0999,0.00289865869364129,0.157244444444444,0.00462964148146651,0.226255555555555,0.00658940413949411,0.371377777777778,0.00798147546618295,0.2891,0.00547925380158852,0.3119,0,0.40853456,0.09379008,0.49767536
"101",0.0568444444444444,0.00369296963044076,0.0930777777777778,0.00395158977228096,0.153444444444444,0.00930759679104618,0.241566666666667,0.012792532543984,0.313711111111111,0.0196184405566944,0.226877777777778,0.0166256680920247,0.2868,0.000282842712474619,0.443225,0.15654,0.40033
"102",0.0718333333333333,0.00377771241773525,0.116855555555556,0.00453923907257863,0.166844444444444,0.0032469168661677,0.233488888888889,0.00342002093705223,0.3827,0.00311876043752428,0.295111111111111,0.00755519606987988,0.3119,0,0.51160611,0.142838,0.34545622
"103",0.0680888888888889,0.0018131889920766,0.111333333333333,0.00242257897474755,0.163344444444444,0.00429343455137206,0.248811111111111,0.00395177722169097,0.4253,0.00759561276878524,0.3269,0.0122721002458603,0.312166666666667,0.000188561808316413,0.73416922,0.07635811,0.189373
"104",0.0687,0.00207846096908265,0.111111111111111,0.00180150828440074,0.161955555555555,0.00339251172473596,0.234277777777778,0.00396478324411762,0.395688888888889,0.00464649077726592,0.288911111111111,0.00211788387282513,0.312433333333333,0.000188561808316413,0.50321222,0.120374,0.37641378
"105",0.0467444444444444,0.00361420380385535,0.0699666666666667,0.00676231387092383,0.0799,0.00964503326415553,0.219755555555556,0.0135238152992015,0.234188888888889,0.0224911560122069,0.131355555555556,0.016627895644977,0.298688888888889,0.000166295883878745,0.507164653846154,0.451497657797095,0.063024
"106",0.0309666666666667,0.00199610732287732,0.0428111111111111,0.00221532262232564,0.0478888888888889,0.00180274139665399,0.159611111111111,0.00282703002556237,0.158122222222222,0.00752208271657938,0.0910888888888889,0.00556885075804983,0.296777777777778,0.000248451997492572,0.739039933924344,0.661487091998113,0.0201720396
"107",0.0577666666666667,0.00355027385485183,0.0959888888888889,0.00303770543683679,0.126644444444444,0.00565314290385072,0.2191,0.00537587202228625,0.305088888888889,0.00840072013374089,0.205033333333333,0.0105116866180245,0.292622222222222,0.000248451997492572,0.42331577,0.3599846,0.21660496
"108",0.0454888888888889,0.00519517820129493,0.0685888888888889,0.00526507242631297,0.100788888888889,0.00941823815140296,0.147711111111111,0.0120289876219853,0.239455555555555,0.0189592610680616,0.148622222222222,0.0182682954126528,0.283133333333333,0.000249443825784929,0.88077022,0.062904,0.05622644
"109",0.0565777777777778,0.00388866666031709,0.0943,0.005025048369032,0.149488888888889,0.0102242027066981,0.237544444444444,0.00638924636681075,0.329211111111111,0.0212201918749545,0.241644444444444,0.0171487032947497,0.287,0,0.5666,0.09,0.3433
"110",0.0605444444444444,0.00517560755663011,0.1044,0.005984981202978,0.175488888888889,0.00977200587215497,0.240966666666667,0.00781849658750894,0.3349,0.0142467150209755,0.261088888888889,0.0206012644943322,0.2875,0,0.434656666666667,0.0589041632653061,0.507264
"111",0.0643777777777778,0.00235078132532699,0.103711111111111,0.00292439716273819,0.153866666666667,0.00333599893418581,0.213988888888889,0.0028501245370233,0.317911111111111,0.00527413909656201,0.231644444444444,0.00514805488857727,0.289588888888889,0.000207869854838475,0.5133,0.01,0.4767
"112",0.0527444444444444,0.00525443962782606,0.0905888888888889,0.00602060248820563,0.135266666666667,0.0091558117547757,0.196855555555556,0.00980635974039432,0.270866666666667,0.0136751193372814,0.194388888888889,0.0101140655024403,0.288544444444444,0.000157134840269531,0.6,0.1333,0.2667
"113",0.0717333333333333,0.00226028513442196,0.104266666666667,0.00230410262117139,0.141822222222222,0.00457013925821814,0.200133333333333,0.0018624953392932,0.274411111111111,0.00445656680128643,0.204411111111111,0.00359735842727967,0.288266666666667,0.000235702260395516,0.4667,0.01,0.5234
"114",0.0555111111111111,0.00386219409272458,0.0893333333333333,0.00559404445221285,0.130166666666667,0.00514328040586291,0.204266666666667,0.00559364719024081,0.272555555555555,0.011443786388848,0.207655555555556,0.0104524437452165,0.286988888888889,0.000260104442474582,0.3133,0.1933,0.4933
"115",0.0777444444444444,0.00531373714716259,0.126855555555556,0.0066964519811466,0.1863,0.0123309006609863,0.255322222222222,0.00575804322043447,0.343444444444444,0.0219897506989613,0.259266666666667,0.0240393658633316,0.287388888888889,0.000207869854838475,0.4234,0.0267,0.5499
"116",0.0552888888888889,0.00821954911502578,0.0883111111111111,0.00677912554905695,0.113544444444444,0.0141822354538745,0.229011111111111,0.00993919787110543,0.228933333333333,0.0202509807718595,0.1583,0.0234323612885163,0.286011111111111,0.000207869854838475,0.330073371474,0.429054249163,0.240872379363
